,,,,合計金額,"\52,471,358 ",,,,,,,,,,,,,,\0 ,\0 ,,,,,,
05-021,05,金具,直接資材,N05000000000021,,AD-502-P-BZC ｱｼﾞｬｽﾀｰ 黒 200-140-089,200-140-089,,,,,個,112,1,対象(通常品),0,1217,478,53536,54071.36,2026/04/20,,,,100,
05-022,05,金具,直接資材,N05000000000022,,AKM001 ﾄｲﾚ用明かり取り窓,,,,,,個,75,1,対象(通常品),0,18,18,1350,1363.5,2026/04/20,,,,100,
05-023,05,金具,直接資材,N05000000000023,,"ATOM 60PMF-PU-CC-3C 
ｽﾄｯﾌﾟ無 Φ60",,,,,,個,230,6,対象(不動品),0,14,14,3220,3252.2,2026/04/20,,,,100,
05-024,05,金具,直接資材,N05000000000024,,"ATOM 60PMF-PU-SP-CC-3C 
ｽﾄｯﾌﾟ有 Φ60",,,,,,個,260,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-038,05,金具,直接資材,N05000000000038,,FJL用 ｱｼﾞｬｽﾀｰｾｯﾄ,,,,,,個,62,1,対象(通常品),0,268,87,5394,5447.94,2026/04/20,,,,100,
05-039,05,金具,直接資材,N05000000000039,,FJL用 ﾈｸﾀｲ掛け,,,,,,個,62,1,対象(通常品),0,60,60,3720,3757.2,2026/04/20,,,,100,
05-040,05,金具,直接資材,N05000000000040,,FJL用 ﾊﾝｶﾞｰﾊﾟｲﾌﾟ,,,,,,個,223.2,1,対象(通常品),0,2273,1953,435909.6,440268.696,2026/04/20,,,,100,
05-041,05,金具,直接資材,N05000000000041,,FJL用 ﾊﾝｶﾞｰﾊﾟｲﾌﾟｿｹｯﾄ(2個ｾｯﾄ),,,,,,個,18.6,1,対象(通常品),0,2276,1905,35433,35787.33,2026/04/20,,,,100,
05-042,05,金具,直接資材,N05000000000042,,FJL用 把手（229835 ﾌｧｲﾝﾊﾝﾄﾞﾙ-N 120)(いつもの),,,,,,個,120,1,対象(通常品),0,59,48,5760,5817.6,2026/04/20,,,,100,
05-049,05,金具,直接資材,N05000000000049,,G-60PPU/12 Ф60双輪三角ﾌﾟﾚｰﾄ SP無,,,,,,個,354.9,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-052,05,金具,直接資材,N05000000000052,,GRIDﾋﾝｼﾞ MWA6HN7C99,,,,,,個,50,1,対象(通常品),0,183,86,4300,4343,2026/04/20,,,,100,
05-053,05,金具,直接資材,N05000000000053,,GS-60PPU/12 Ф60双輪三角ﾌﾟﾚｰﾄ SP有,,,,,,個,410.6,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-054,05,金具,直接資材,N05000000000054,,HAFELE ｶﾊﾞｰｷｬｯﾌﾟU型 黒,,,,,,個,4.26,1,対象(通常品),0,3006,102,434.52,438.8652,2026/04/20,,,,100,
05-055,05,金具,直接資材,N05000000000055,,HAFELE ｶﾊﾞｰｷｬｯﾌﾟU型 白,,,,,,個,4.26,1,対象(通常品),0,2342,16,68.16,68.8416,2026/04/20,,,,100,
05-059,05,金具,直接資材,N05000000000059,,HRP001 上部ﾛｰﾗｰｶｯﾌﾟ ﾋﾞｽｾｯﾄ,,,,,,個,64,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-068,05,金具,直接資材,N05000000000068,,L金具+ﾋﾞｽ 2本ｾｯﾄ,,,,,,個,28,1,対象(通常品),0,4782,4782,133896,135234.96,2026/04/20,,,,100,
05-078,05,金具,直接資材,N05000000000078,,TK用 ｱｼﾞｬｽﾀｰ本体 B K(UF2DT兼用) 1273-2,1273-2,,,,,個,9.38,1,対象(通常品),0,1300,1040,9755.2,9852.752,2026/04/20,,,,100,
05-079,05,金具,直接資材,N05000000000079,,TK用 ｱｼﾞｬｽﾀｰ本体 WH (UF2DT兼用) 1273-1,1273-1,,,,,個,9.38,1,対象(通常品),0,5000,4648,43598.24,44034.2224,2026/04/20,,,,100,
05-084,05,金具,直接資材,N05000000000084,大昌産業㈱,Y-52 14mm ｽﾊﾟﾅ,,,,,,本,20,1,対象(通常品),0,85,85,1700,1717,2026/04/20,,,,100,
05-085,05,金具,直接資材,N05000000000085,,Zﾜｯｼｬｰ Zｷｬｯﾌﾟ Z83 ｱｲﾎﾞﾘｰ,,,,,,個,4,1,対象(通常品),0,4,0,0,0,2026/04/20,,,,100,
05-087,05,金具,直接資材,N05000000000087,,ｱｸﾘﾙﾐﾗｰ 2㎜厚 248X148ｻｲｽﾞ,,,,,,個,570,1,対象(通常品),0,230,158,90060,90960.6,2026/04/20,,,,100,
05-090,05,金具,直接資材,N05000000000090,,ｱｼﾞｬｽﾀｰ調整ｽﾊﾟﾅ 13H,13H,,,,,個,91,1,対象(通常品),0,128,113,10283,10385.83,2026/04/20,,,,100,
05-091,05,金具,直接資材,N05000000000091,,ｱｼﾞｬｽﾀｰ用 ﾌﾟﾚｰﾄ (UF2DT兼用) 1274,1274,,,,,個,18.75,1,対象(通常品),0,7950,6443,120806.25,122014.3125,2026/04/20,,,,100,
05-104,05,金具,直接資材,N05000000000104,,可動ｶｳﾝﾀｰ ｷｬｽﾀｰｾｯﾄ,,,,,,個,200,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-106,05,金具,直接資材,N05000000000106,,金ﾀﾞﾎﾞ 5 x 7 x 15,,,,,,個,10,1,対象(通常品),0,1414,619,6190,6251.9,2026/04/20,,,,100,
05-107,05,金具,直接資材,N05000000000107,,ｶﾊﾞｰｷｬｯﾌﾟU型ｾｯﾄ 黒,,,,,,個,67,1,対象(通常品),0,132,117,7839,7917.39,2026/04/20,,,,100,
05-108,05,金具,直接資材,N05000000000108,,ｶﾊﾞｰｷｬｯﾌﾟU型ｾｯﾄ 白,,,,,,個,67,1,対象(通常品),0,94,190,12730,12857.3,2026/04/20,,,,100,
05-111,05,金具,直接資材,N05000000000111,ソハード,ｶﾑﾛｯｸｶﾊﾞｰｷｬｯﾌﾟｾｯﾄ 黒,,,,,,個,201.4,9,対象(外注先売却予定),0,111,34,6847.6,6916.076,2026/04/20,,,,100,
05-112,05,金具,直接資材,N05000000000112,ソハード,ｶﾑﾛｯｸｶﾊﾞｰｷｬｯﾌﾟｾｯﾄ 白,,,,,,個,201.4,9,対象(外注先売却予定),0,62,30,6042,6102.42,2026/04/20,,,,100,
05-115,05,金具,直接資材,N05000000000115,,ｷｬﾋﾞﾈｯﾄﾌﾗｯﾌﾟ扉ﾋﾝｼﾞﾍﾞｰｽ取付治具,,,,,,個,25.6,1,対象(通常品),0,1200,2034,52070.4,52591.104,2026/04/20,,,,100,
05-116,05,金具,直接資材,N05000000000116,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 A仕様 SH,,,,,,個,600.1,9,対象(外注先売却予定),0,0,206,123620.6,124856.806,2026/04/20,,,,100,
05-117,05,金具,直接資材,N05000000000117,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 A仕様 WH,,,,,,個,600.1,9,対象(外注先売却予定),0,0,90,54009,54549.09,2026/04/20,,,,100,
05-118,05,金具,直接資材,N05000000000118,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 B仕様 SH,,,,,,個,791.5,9,対象(外注先売却予定),0,0,0,0,0,2026/04/20,,,,100,
05-119,05,金具,直接資材,N05000000000119,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 B仕様 WH,,,,,,個,791.5,9,対象(外注先売却予定),0,0,0,0,0,2026/04/20,,,,100,
05-120,05,金具,直接資材,N05000000000120,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 C仕様 SH,,,,,,個,808.5,9,対象(外注先売却予定),0,0,150,121275,122487.75,2026/04/20,,,,100,
05-121,05,金具,直接資材,N05000000000121,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 C仕様 WH,,,,,,個,808.5,9,対象(外注先売却予定),0,30,43,34765.5,35113.155,2026/04/20,,,,100,
05-123,05,金具,直接資材,N05000000000123,,ｹｰｽ錠ｾｯﾄ ILS,,,,,,個,278,1,対象(通常品),0,166,125,34750,35097.5,2026/04/20,,,,100,
05-125,05,金具,直接資材,N05000000000125,ソハード,ｺｰﾅｰﾌﾟﾚｰﾄ ｾｯﾄ,,,,,,個,156.4,9,対象(外注先売却予定),0,0,0,0,0,2026/04/20,,,,100,
05-126,05,金具,直接資材,N05000000000126,ソハード,ｺｰﾅｰﾌﾟﾚｰﾄ 単体,,,,,,個,44,9,対象(外注先売却予定),0,0,5288,232672,234998.72,2026/04/20,,,,100,
05-127,05,金具,直接資材,N05000000000127,ソハード,ｺｰﾅｰﾌﾟﾚｰﾄ治具(下穴ﾃﾝﾌﾟﾚｰﾄ),,,,,,個,20,9,対象(外注先売却予定),0,7295,7400,148000,149480,2026/04/20,,,,100,
05-128,05,金具,直接資材,N05000000000128,,極低頭木ねじ NI 2.7X16,,,,,,個,2,1,対象(通常品),0,0,86,172,173.72,2026/04/20,,,,100,
05-129,05,金具,直接資材,N05000000000129,,ｺﾈｸﾃｨﾝｸﾞﾎﾞﾙﾄ,,,,,,個,9,6,対象(不動品),0,1000,1000,9000,9090,2026/04/20,,,,100,
05-138,05,金具,直接資材,N05000000000138,,ｼｪﾙﾌﾌﾗｯﾌﾟ扉ﾋﾝｼﾞﾍﾞｰｽ取付治具,,,,,,個,25.6,1,対象(通常品),0,1736,1506,38553.6,38939.136,2026/04/20,,,,100,
05-140,05,金具,直接資材,N05000000000140,ソハード,ｼﾞｮｲﾝﾄﾋﾟﾝ 9039822,9039822,,,,,個,13,9,対象(外注先売却予定),0,4800,1670,21710,21927.1,2026/04/20,,,,100,
05-141,05,金具,直接資材,N05000000000141,,ｼﾘﾝﾀﾞｰ錠 507型,,,,,,個,100,1,対象(通常品),0,51,51,5100,5151,2026/04/20,,,,100,
05-142,05,金具,直接資材,N05000000000142,,ｼﾘﾝﾀﾞｰ錠 YM103-22,,,,,,個,199,6,対象(不動品),0,198,198,39402,39796.02,2026/04/20,,,,100,
05-143,05,金具,直接資材,N05000000000143,,ｽｰﾊﾟｰﾀﾞﾎﾞSPL 12ФX70,,,,,,個,4.72,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-144,05,金具,直接資材,N05000000000144,,ｽﾃｯﾌﾟﾃｰﾌﾞﾙ用金具(BK/WH),,,,,,個,1500,1,対象(通常品),0,50,21,31500,31815,2026/04/20,,,,100,
05-146,05,金具,直接資材,N05000000000146,,ｽﾃﾝﾚｽ 小ねじ ﾄﾗｽ 4x15,,,,,,個,2,1,対象(通常品),0,27,81,162,163.62,2026/04/20,,,,100,
05-150,05,金具,直接資材,N05000000000150,,ｽﾗｲﾄﾞﾚｰﾙ 711-20WT500,,,,,,個,441,6,対象(不動品),0,4,4,1764,1781.64,2026/04/20,,,,100,
05-153,05,金具,直接資材,N05000000000153,,ｽﾘﾑ可動棚受け 120-022-835,スガツネ 120-022-835,,,,,枚,26.2,1,対象(通常品),0,306,126,3301.2,3334.212,2026/04/20,,,,100,
05-154,05,金具,直接資材,N05000000000154,,ｽﾚﾝﾀﾞｰ2000 ｽﾘﾑ粗目造作ﾋﾞｽ 3.3X25,,,,,,箱,0.51,1,対象(通常品),0,6500,6400,3264,3296.64,2026/04/20,,,,100,
05-155,05,金具,直接資材,N05000000000155,,ｽﾚﾝﾀﾞｰ2000 ｽﾘﾑ粗目造作ﾋﾞｽ 3.3X40,,,,,,個,0.56,1,対象(通常品),0,500,589,329.84,333.1384,2026/04/20,,,,100,
05-156,05,金具,直接資材,N05000000000156,,ｽﾚﾝﾀﾞｰｽﾚｯﾄﾞﾋﾞｽ 3.7X55,,,,,,個,2,1,対象(通常品),0,15,1000,2000,2020,2026/04/20,,,,100,
05-157,05,金具,直接資材,N05000000000157,,ｾｯﾄｷｬｯﾌﾟｶﾊﾞｰ GO,,,,,,個,10,1,対象(通常品),0,24000,24000,240000,242400,2026/04/20,,,,100,
05-158,05,金具,直接資材,N05000000000158,,ｾｯﾄｷｬｯﾌﾟﾜｯｼｬｰ ﾍﾞｰｼﾞｭ,,,,,,個,95,1,対象(通常品),0,329,229,21755,21972.55,2026/04/20,,,,100,
05-159,05,金具,直接資材,N05000000000159,,ﾀｲﾀｽ ｼｽﾃﾑ5 TLｼｬﾌﾄ MT05441YA,MT05441YA,,,,,個,7.5,1,対象(通常品),0,1245,5361,40207.5,40609.575,2026/04/20,,,,100,
05-160,05,金具,直接資材,N05000000000160,ソハード,ﾀｲﾀｽ ｼｽﾃﾑ5 ｶﾊﾞｰｷｬｯﾌﾟ 黒 MT01026LA,MT01026LA,,,,,個,3.8,9,対象(外注先売却予定),0,92,5460,20748,20955.48,2026/04/20,,,,100,
05-161,05,金具,直接資材,N05000000000161,ソハード,ﾀｲﾀｽ ｼｽﾃﾑ5 ｶﾊﾞｰｷｬｯﾌﾟ白 MT01026WA,MT01026WA,,,,,個,3.8,9,対象(外注先売却予定),0,5600,2300,8740,8827.4,2026/04/20,,,,100,
05-162,05,金具,直接資材,N05000000000162,使用不可品,ﾀｲﾀｽ ｼｽﾃﾑ5 ｶﾑ15 MT05644ZN,MT05644ZN,,,,,個,8,1,対象(通常品),0,692,0,0,0,2026/04/20,,,,100,
05-163,05,金具,直接資材,N05000000000163,,ﾀｲﾀｽ ｼｽﾃﾑ5 ｶﾑ22 MT05657ZN,MT05657ZN,,,,,個,12,1,対象(通常品),0,1300,4630,55560,56115.6,2026/04/20,,,,100,
05-165,05,金具,直接資材,N05000000000165,,ﾀﾞｲﾔﾙﾛｯｸ=AL224E(V),,,,,,個,478,1,対象(通常品),0,52,149,71222,71934.22,2026/04/20,,,,100,
05-166,05,金具,直接資材,N05000000000166,,ﾀｵﾙ掛け,,,,,,個,250,6,対象(不動品),0,643,643,160750,162357.5,2026/04/20,,,,100,
05-167,05,金具,直接資材,N05000000000167,,ﾀｷｹﾞﾝ ｶﾑ 黒-ﾋﾞｽ頭 黒,,,,,,個,36,1,対象(通常品),0,39582,24450,880200,889002,2026/04/20,,,,100,
05-169,05,金具,直接資材,N05000000000169,,ﾀｷｹﾞﾝ ｶﾑ 白,,,,,,個,32,1,対象(通常品),0,326,140,4480,4524.8,2026/04/20,,,,100,
05-173,05,金具,直接資材,N05000000000173,,ﾀｷｹﾞﾝ ｼｬﾌﾄKD-3,,,,,,個,31,1,対象(通常品),0,9500,1210,37510,37885.1,2026/04/20,,,,100,
05-175,05,金具,直接資材,N05000000000175,,ﾀｯﾋﾟﾝｸﾞﾅﾍﾞﾋﾞｽ M4X20,,,,,,個,1,1,対象(通常品),0,3900,2884,2884,2912.84,2026/04/20,,,,100,
05-176,05,金具,直接資材,N05000000000176,,ﾀﾞﾎﾞRM6 25㎜ (木ﾀﾞﾎﾞ),,,,,,個,1,1,対象(通常品),0,2000,1900,1900,1919,2026/04/20,,,,100,
05-177,05,金具,直接資材,N05000000000177,,ﾀﾞﾎﾞRM8 25㎜ (木ﾀﾞﾎﾞ),,,,,,個,1,1,対象(通常品),0,10115,6000,6000,6060,2026/04/20,,,,100,
05-178,05,金具,直接資材,N05000000000178,,ﾀﾞﾎﾞRS8 30㎜ (木ﾀﾞﾎﾞ),,,,,,個,1,1,対象(通常品),0,3000,2000,2000,2020,2026/04/20,,,,100,
05-181,05,金具,直接資材,N05000000000181,,ﾄﾗｽ A ﾀｯﾋﾟﾝｸﾞ 6X30 ﾕﾆｸﾛ,,,,,,本,6.9,1,対象(通常品),0,350,700,4830,4878.3,2026/04/20,,,,100,
05-182,05,金具,直接資材,N05000000000182,,ﾄﾗｽｺ ﾕﾆｸﾛ 4X25,,,,,,個,2,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-184,05,金具,直接資材,N05000000000184,,+ﾄﾗｽ小ﾈｼﾞ　ﾕﾆｸﾛ 4X30,,,,,,個,2,1,対象(通常品),0,1500,1387,2774,2801.74,2026/04/20,,,,100,
05-187,05,金具,直接資材,N05000000000187,,ﾄﾗｽﾋﾞｽ M4X25,,,,,,個,2,1,対象(通常品),0,464,91,182,183.82,2026/04/20,,,,100,
05-188,05,金具,直接資材,N05000000000188,,ﾄﾗｽﾋﾞｽ M4X16,,,,,,本,2,1,対象(通常品),0,2245,1250,2500,2525,2026/04/20,,,,100,
05-189,05,金具,直接資材,N05000000000189,,ﾄﾗｽﾋﾞｽ M4X20,,,,,,個,2,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-190,05,金具,直接資材,N05000000000190,,"ﾄﾞﾛﾜｰﾌﾛﾝﾄｱｼﾞｬｽﾀｰM4
前板調整ｶﾑ",,,,,,個,23,1,対象(通常品),0,83,53,1219,1231.19,2026/04/20,,,,100,
05-191,05,金具,直接資材,N05000000000191,,ﾅﾍﾞ A ﾀｯﾋﾟﾝｸﾞ 4X25,,,,,,本,1.7,1,対象(通常品),0,1200,0,0,0,2026/04/20,,,,100,
05-194,05,金具,直接資材,N05000000000194,,ﾅﾍﾞﾀｯﾋﾟﾝｸﾞﾋﾞｽ M4X50,,,,,,個,2,1,対象(通常品),0,271,255,510,515.1,2026/04/20,,,,100,
05-196,05,金具,直接資材,N05000000000196,,ﾅﾍﾞﾀｯﾋﾟﾝｸﾞ ﾕﾆｸﾛ M3X12,,,,,,本,2,1,対象(通常品),0,2500,200,400,404,2026/04/20,,,,100,
05-198,05,金具,直接資材,N05000000000198,,ﾅﾍﾞﾋﾞｽ M5X30,,,,,,個,2.2,1,対象(通常品),0,1000,1000,2200,2222,2026/04/20,,,,100,
05-199,05,金具,直接資材,N05000000000199,,ﾅﾍﾞﾋﾞｽ M6X30,,,,,,個,8,1,対象(通常品),0,3300,3300,26400,26664,2026/04/20,,,,100,
05-201,05,金具,直接資材,N05000000000201,,ﾆｯｹﾙ (+) A ｻﾗ 3.5X12,,,,,,個,8,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-202,05,金具,直接資材,N05000000000202,,ﾊﾟｰｿﾅﾙﾛｯｶｰ用ﾋﾝｼﾞ座金ｾｯﾄ,,,,,,個,500,1,対象(通常品),0,54,104,52000,52520,2026/04/20,,,,100,
05-203,05,金具,直接資材,N05000000000203,,ﾊｰﾌｪﾚ ｼﾘﾝﾀﾞｰ錠ｾｯﾄ,,,,,,SET,625,1,対象(通常品),0,21,53,33125,33456.25,2026/04/20,,,,100,
05-204,05,金具,直接資材,N05000000000204,,ﾊｰﾌｪﾚ ﾋﾝｼﾞ,,,,,,SET,150,1,対象(通常品),0,52,135,20250,20452.5,2026/04/20,,,,100,
05-205,05,金具,直接資材,N05000000000205,,ﾊｰﾌｪﾚ ﾏｽﾀｰｷｰ,,,,,,SET,100,1,対象(通常品),0,98,96,9600,9696,2026/04/20,,,,100,
05-206,05,金具,直接資材,N05000000000206,,ﾊｰﾌｪﾚ 座金,,,,,,SET,100,1,対象(通常品),0,59,155,15500,15655,2026/04/20,,,,100,
05-208,05,金具,直接資材,N05000000000208,,ﾊﾟｲﾌﾟﾊﾝｶﾞｰ受け,,,,,,個,50,1,対象(通常品),0,199,150,7500,7575,2026/04/20,,,,100,
05-209,05,金具,直接資材,N05000000000209,,ﾊﾞﾝﾎﾟﾝ,,,,,,個,2,1,対象(通常品),0,0,112,224,226.24,2026/04/20,,,,100,
05-213,05,金具,直接資材,N05000000000213,,ﾋﾞｽ M3X35,,,,,,個,2,1,対象(通常品),0,900,900,1800,1818,2026/04/20,,,,100,
05-215,05,金具,直接資材,N05000000000215,,ﾋﾝｼﾞ 248-0G49-051-TL,,,,,,個,24,6,対象(不動品),0,2186,2186,52464,52988.64,2026/04/20,,,,100,
05-222,05,金具,直接資材,N05000000000222,ソハード,ﾌﾟｯｼｭｵｰﾌﾟﾝ引出ﾚｰﾙ水平取付治具,,,,,,個,35,9,対象(外注先売却予定),0,6680,7043,246505,248970.05,2026/04/20,,,,100,
05-224,05,金具,直接資材,N05000000000224,,ﾌﾗｯﾌﾟｱｯﾌﾟｽﾃｰ取付治具,,,,,,個,25.6,1,対象(通常品),0,2150,1835,46976,47445.76,2026/04/20,,,,100,
05-225,05,金具,直接資材,N05000000000225,,ﾌﾗｯﾌﾟｽﾃｰ取付治具,,,,,,個,25.6,1,対象(通常品),0,1200,2023,51788.8,52306.688,2026/04/20,,,,100,
05-226,05,金具,直接資材,N05000000000226,,ﾌﾗｯﾌﾟﾀﾞｳﾝｽﾃｰ取付治具,,,,,,個,25.6,1,対象(通常品),0,2100,1650,42240,42662.4,2026/04/20,,,,100,
05-230,05,金具,直接資材,N05000000000230,,ﾎﾞｯｸｽｷｬｯﾁ ｸﾛﾒｰﾄ,,,,,,個,90,1,対象(通常品),0,538,496,44640,45086.4,2026/04/20,,,,100,
05-231,05,金具,直接資材,N05000000000231,,ﾏｸﾞﾈﾗｯﾁ ML30S型,,,,,,個,1,6,対象(不動品),0,114,114,114,115.14,2026/04/20,,,,100,
05-233,05,金具,直接資材,N05000000000233,,ﾐｽﾄﾎﾜｲﾄ丸型DSC-100CWﾃﾞｻﾞｲﾝ明窓,,,,,,個,400,1,対象(通常品),0,10,7,2800,2828,2026/04/20,,,,100,
05-237,05,金具,直接資材,N05000000000237,,ﾓﾍｱ ｼｰﾙ ｸﾞﾚｰ,,,,,,巻,200,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-238,05,金具,直接資材,N05000000000238,,ﾕﾆｸﾛ (+) Aｻﾗ 3.5 x 14,,,,,,個,2,1,対象(通常品),0,1800,0,0,0,2026/04/20,,,,100,
05-239,05,金具,直接資材,N05000000000239,,ﾕﾆｸﾛ (+) Aﾄﾗｽ 4 x 35,,,,,,個,2,1,対象(通常品),0,800,800,1600,1616,2026/04/20,,,,100,
05-240,05,金具,直接資材,N05000000000240,,ﾕﾆｸﾛ 4X12,,,,,,個,3,1,対象(通常品),0,1950,2000,6000,6060,2026/04/20,,,,100,
05-246,05,金具,直接資材,N05000000000246,,ﾕﾆｸﾛ木ねじ 皿 2.7X16,,,,,,箱,1,1,対象(通常品),0,10000,9400,9400,9494,2026/04/20,,,,100,
05-251,05,金具,直接資材,N05000000000251,,"ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙﾋﾞｽ
(+)超極低頭Aﾀｯﾋﾟﾝｸﾞ 3X16",,,,,,個,7.5,1,対象(通常品),0,47,10,75,75.75,2026/04/20,,,,100,
05-253,05,金具,直接資材,N05000000000253,,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ用金物 : ｱﾙﾐｼﾞｮｲﾅｰ L=1168,,,,,,個,1000,1,対象(通常品),0,15,10,10000,10100,2026/04/20,,,,100,
05-255,05,金具,直接資材,N05000000000255,,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ用金物 : ｱﾙﾐｼﾞｮｲﾅｰ L=568,,,,,,個,800,1,対象(通常品),0,4,2,1600,1616,2026/04/20,,,,100,
05-256,05,金具,直接資材,N05000000000256,,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ用金物 : ｱﾙﾐｼﾞｮｲﾅｰ L=768,,,,,,個,800,1,対象(通常品),0,16,10,8000,8080,2026/04/20,,,,100,
05-266,05,金具,直接資材,N05000000000266,ソハード,引出前板用取付ﾋﾞｽｾｯﾄ 黒 229272,229272,,,,,袋,53,9,対象(外注先売却予定),0,200,298,15794,15951.94,2026/04/20,,,,100,
05-267,05,金具,直接資材,N05000000000267,ソハード,引出前板用取付ﾋﾞｽｾｯﾄ 白 229271,229271,,,,,個,53,9,対象(外注先売却予定),0,173,260,13780,13917.8,2026/04/20,,,,100,
05-270,05,金具,直接資材,N05000000000270,ソハード,化粧天板同梱ﾋﾞｽ M3.5X30 (4本入)黒 227664,227664,,,,,袋,48,9,対象(外注先売却予定),0,190,739,35472,35826.72,2026/04/20,,,,100,
05-271,05,金具,直接資材,N05000000000271,ソハード,化粧天板同梱ﾋﾞｽ M3.5X30 (4本入)白 227663,227663,,,,,袋,48,9,対象(外注先売却予定),0,499,485,23280,23512.8,2026/04/20,,,,100,
05-274,05,金具,直接資材,N05000000000274,,簡易三角ﾄﾞﾗｲﾊﾞｰ 昆山,,,,,,個,75,6,対象(不動品),0,159,159,11925,12044.25,2026/04/20,,,,100,
05-275,05,金具,直接資材,N05000000000275,,簡易三角ﾄﾞﾗｲﾊﾞｰ 大昌産業,,,,,,個,47,6,対象(不動品),0,8,8,376,379.76,2026/04/20,,,,100,
05-277,05,金具,直接資材,N05000000000277,,鬼目ﾅｯﾄ A M6X13,,,,,,個,50,1,対象(通常品),0,875,875,43750,44187.5,2026/04/20,,,,100,
05-278,05,金具,直接資材,N05000000000278,,鬼目ﾅｯﾄ D M6X13,,,,,,個,7,1,対象(通常品),0,9500,7600,53200,53732,2026/04/20,,,,100,
05-279,05,金具,直接資材,N05000000000279,,鬼目ﾅｯﾄ D M6X20,,,,,,個,11,6,対象(不動品),0,608,608,6688,6754.88,2026/04/20,,,,100,
05-280,05,金具,直接資材,N05000000000280,,鬼目ﾅｯﾄ D M8X25 0048250X,0048250X,,,,,個,9,1,対象(通常品),0,772,500,4500,4545,2026/04/20,,,,100,
05-281,05,金具,直接資材,N05000000000281,,鬼目ﾅｯﾄB M8XL13.5,,,,,,個,11,6,対象(不動品),0,473,473,5203,5255.03,2026/04/20,,,,100,
05-282,05,金具,直接資材,N05000000000282,,居室収納用 幕板固定L金具,,,,,,個,45,1,対象(通常品),0,386,391,17595,17770.95,2026/04/20,,,,100,
05-286,05,金具,直接資材,N05000000000286,ソハード,躯体ﾋﾞｽ M3.8X51 (4本入)黒 219420,219420,,,,,袋,60,9,対象(外注先売却予定),0,295,632,37920,38299.2,2026/04/20,,,,100,
05-287,05,金具,直接資材,N05000000000287,ソハード,躯体ﾋﾞｽ M3.8X51 (4本入)白 219421,219421,,,,,袋,60,9,対象(外注先売却予定),0,65,502,30120,30421.2,2026/04/20,,,,100,
05-288,05,金具,直接資材,N05000000000288,,鍵受けL金具,,,,,,個,70,6,対象(不動品),0,110,110,7700,7777,2026/04/20,,,,100,
05-289,05,金具,直接資材,N05000000000289,棚板用,差込ﾀﾞﾎﾞL型 TM ｾｯﾄ 黒 623660,ムラコシ精工 623660,,,,,個,87,1,対象(通常品),0,252,339,29493,29787.93,2026/04/20,,,,100,
05-290,05,金具,直接資材,N05000000000290,棚板用,差込ﾀﾞﾎﾞL型 TM ｾｯﾄ 白 623670,ムラコシ精工 623670,,,,,個,87,1,対象(通常品),0,26,341,29667,29963.67,2026/04/20,,,,100,
05-291,05,金具,直接資材,N05000000000291,棚板用,差込ﾀﾞﾎﾞｾｯﾄ (4入) 黒,,,,,,個,28,1,対象(通常品),0,353,375,10500,10605,2026/04/20,,,,100,
05-292,05,金具,直接資材,N05000000000292,棚板用,差込ﾀﾞﾎﾞｾｯﾄ (4入) 白,,,,,,個,28,1,対象(通常品),0,381,148,4144,4185.44,2026/04/20,,,,100,
05-293,05,金具,直接資材,N05000000000293,棚板用,差込ﾀﾞﾎﾞ丸型 M 白 623420,ムラコシ精工 623420,,,,,個,5,1,対象(通常品),0,10161,7915,39575,39970.75,2026/04/20,,,,100,
05-294,05,金具,直接資材,N05000000000294,棚板用,差込ﾀﾞﾎﾞ丸型 黒 623420,ムラコシ精工 623420,,,,,個,5,1,対象(通常品),0,227,453,2265,2287.65,2026/04/20,,,,100,
05-296,05,金具,直接資材,N05000000000296,,差込棚ﾀﾞﾎﾞ L型 L,,,,,,個,8,1,対象(通常品),0,900,221,1768,1785.68,2026/04/20,,,,100,
05-297,05,金具,直接資材,N05000000000297,,差込棚ﾀﾞﾎﾞ L型 R,,,,,,個,8,1,対象(通常品),0,900,269,2152,2173.52,2026/04/20,,,,100,
05-300,05,金具,直接資材,N05000000000300,FJL,座金 BATPOH34,,,,,,個,32,1,対象(通常品),0,207,110,3520,3555.2,2026/04/20,,,,100,
